Company Name,Funding Stage,Amount,Year Funded,Investor,Industry,Location
NeoDocs,Undisclosed,2000000,2021,Y Combinator,Healthcare and Wellness,Mumbai
IsGoingOnline,Undisclosed,2000000,2021,Unicorn India Ventures,E-Commerce and Retail,Cochin
Camp K12,Undisclosed,2000000,2021,Matrix Partners India,Education,Gurugram
Elda Health,Undisclosed,2000000,2021,Avaana Capital,Healthcare and Wellness,Bangalore
Sporjo,Undisclosed,2000000,2021,Punit Balan,Media and Entertainment,Mumbai
Advantage Club,Undisclosed,2000000,2021,Y Combinator,Professional Services,Mumbai
SuperGaming,Undisclosed,2000000,2021,Skycatcher,Media and Entertainment,Pune
Ruptok,Undisclosed,2000000,2021,Eclear Leasing,Finance and FinTech,New Delhi
TartanSense,Series A,5032439,2021,FMC,Technology,Bangalore
Kirana247,Pre-Series A,14747749,2021,Unknown,Transportation and Mobility,New Delhi
NeoDocs,Pre-Seed,7462445,2021,Y Combinator,Healthcare and Wellness,Mumbai
IsGoingOnline,Pre-Series A,11262932,2021,Unicorn India Ventures,E-Commerce and Retail,Cochin
Camp K12,Series A,5032439,2021,Matrix Partners India,Education,Gurugram
Elda Health,Seed Round,955981,2021,Avaana Capital,Healthcare and Wellness,Bangalore
Sporjo,Pre-Series A,4428638,2021,Punit Balan,Media and Entertainment,Mumbai
SuperGaming,Series A,5032439,2021,Skycatcher,Media and Entertainment,Pune
O’ Be Cocktails,Undisclosed,2000000,2021,First Cheque,Technology,Bangalore
Zetwerk,Series E,18000000,2021,Unknown,Industrial and Manufacturing,Bangalore
AppsForBharat,Seed Round,955981,2021,Sequoia Capital India,Technology,Bangalore
Imagimake,Undisclosed,2000000,2021,Velocity,E-Commerce and Retail,Mumbai
Khatabook,Series C,79903750,2021,Tribe Capital,Professional Services,Bangalore
Smytten,Series A,5032439,2021,Fireside Ventures,E-Commerce and Retail,Gurugram
Syook,Series A,5032439,2021,Inflection Point Ventures,Industrial and Manufacturing,Bangalore
Akudo,Pre-Seed,11640232,2021,Y Combinator,Finance and FinTech,Bangalore
NOTO,Pre-Series A,11262932,2021,Titan Capital,E-Commerce and Retail,Mumbai
Lumiq,Seed Round,955981,2021,Info Edge Ventures,Technology,Noida
CommerceUp,Seed Round,955981,2021,NB Ventures,Technology,Gurugram
Breathe Well-being,Series A,5032439,2021,Accel,Healthcare and Wellness,Gurugram
Hike,Undisclosed,2000000,2021,Binny Bansal,Technology,New Delhi
House of Kieraya,Undisclosed,2000000,2021,TradeCred,E-Commerce and Retail,Bangalore
goEgoNetwork,Undisclosed,2000000,2021,Unknown,Transportation and Mobility,Pune
Probus,Bridge,6671339,2021,Unicorn India Ventures,Technology,New Delhi
DrinkPrime,Undisclosed,2000000,2021,UC Inclusive Credit,E-Commerce and Retail,Bangalore
Smart Express,Seed Round,955981,2021,IIFL India Private Equity Fund,Transportation and Mobility,Mumbai
Smallcase,Series C,79903750,2021,Faering Capital,Finance and FinTech,Bangalore
SATYA MicroCapital,Undisclosed,2000000,2021,responsAbility Investments,Finance and FinTech,New Delhi
Snack Amor,Undisclosed,2000000,2021,Sanchit Agarwal,Agriculture and Food,Mumbai
Postman,Series D,100000000,2021,CRV,Technology,Bangalore
Hashnode,Series A,5032439,2021,Salesforce Ventures,Technology,Bangalore
RACEnergy,Seed Round,955981,2021,Micelio Fund,Transportation and Mobility,Hyderabad
BharatPe,Debt Financing,2500000,2021,IIFL Wealth,Finance and FinTech,New Delhi
Gyde,Seed Round,955981,2021,Better Capital,Technology,Pune
BatteryPool,Seed Round,955981,2021,IAN,Transportation and Mobility,Pune
AgNext,Series A,5032439,2021,Alpha Wave Incubation,Agriculture and Food,Chandigarh
Xpresslane,Pre-Seed,6671339,2021,Point One Capital,Technology,Bangalore
LoanKuber,Pre-Series A,6671339,2021,Unknown,Technology,New Delhi
OYO,Series F2,6671339,2021,Microsoft,Technology,Gurugram
Rapido,Undisclosed,2000000,2021,Shell Ventures,Professional Services,Bangalore
YPay,Undisclosed,2000000,2021,We Founder Circle,Finance and FinTech,Noida
SleepyCat,Undisclosed,2000000,2021,Saama Capital,Technology,Mumbai
Ultrahuman,Undisclosed,2000000,2021,Tiger Global’s Scott Schleifer,Healthcare and Wellness,Bangalore
UpScalio,Undisclosed,2000000,2021,Unknown,E-Commerce and Retail,Gurugram
Yellow Class,Undisclosed,2000000,2021,Elevation Capital,Education,Gurugram
Yojak,Undisclosed,2000000,2021,Info Edge Ventures,E-Commerce and Retail,Gurugram
CreatorStack,Undisclosed,2000000,2021,Accel,Technology,Bangalore
Expertrons,Undisclosed,2000000,2021,Venture Catalysts,Education,Mumbai
Rage Coffee,Undisclosed,2000000,2021,Sixth Sense Ventures,Agriculture and Food,New Delhi
Klub,Undisclosed,2000000,2021,9Unicorns,Professional Services,Bengaluru
Navia Life Care,Undisclosed,2000000,2021,Anicut Angel Fund,Healthcare and Wellness,New Delhi
1K Kirana Bazaar,Undisclosed,2000000,2021,Info Edge,E-Commerce and Retail,Gurugram
Zupee,Undisclosed,2000000,2021,WestCap Group,Media and Entertainment,Gurugram
Locale.ai,Undisclosed,2000000,2021,Chiratae Ventures,Professional Services,Bangalore
VerSe Innovation,Undisclosed,2000000,2021,Siguler Guff,Media and Entertainment,Bangalore
MetroRide,Undisclosed,2000000,2021,Unknown,Transportation and Mobility,Bangalore
Miko,Undisclosed,2000000,2021,IIFL AMC,E-Commerce and Retail,Mumbai
Whiz League,Undisclosed,2000000,2021,ITI Growth Opportunities,Education,New Delhi
Hash,Undisclosed,2000000,2021,Amrac Investment Trust,Industrial and Manufacturing,New Delhi
Unacademy,Undisclosed,2000000,2021,Bhavin Turakhia,Education,Bangalore
Log 9 Materials,Series A,5032439,2021,Amara Raja Batteries,Technology,Bangalore
upGrad,Undisclosed,2000000,2021,India Infoline Finance,Education,Mumbai
FlashPrep,Pre-Seed,8556808,2021,Venture Highway,Education,Bangalore
Kenko Health,Pre-Series A,6671339,2021,BEENEXT,Technology,Mumbai
Wiz Freight,Seed Round,955981,2021,Axilor,Transportation and Mobility,Chennai
Credgenics,Series A,5032439,2021,Westbridge Capital,Professional Services,New Delhi
BlueLearn,Pre-Seed,8556808,2021,100X.VC﻿,Education,Goa
NimbleBox.ai,Seed Round,955981,2021,Venture Catalysts,Technology,Chennai
Pickrr,Series B,2500000,2021,IIFL,Transportation and Mobility,Gurugram
Stellaris Venture Partners,Undisclosed,2000000,2021,Unknown,Finance and FinTech,Bangalore
Grip Invest,Series A,5032439,2021,Venture Highway,Professional Services,Gurugram
Heads Up For Tails,Series A,5032439,2021,Verlinvest,Healthcare and Wellness,New Delhi
Blue Tokai Coffee Roasters,Pre-Series A,10325380,2021,Anicut Angel Fund,Agriculture and Food,New Delhi
Neeman,Series A,5032439,2021,Sixth Sense Ventures,E-Commerce and Retail,Hyderabad
BharatPe,Series E,18000000,2021,Tiger Global,Finance and FinTech,New Delhi
GoSats,Seed Round,955981,2021,Alphabit Fund,Finance and FinTech,Bangalore
StockGro,Pre-Series A,11640232,2021,Roots Ventures,Finance and FinTech,Bangalore
Onsurity,Series A,5032439,2021,Nexus Venture Partners,Healthcare and Wellness,Bangalore
Khabri,Pre-Series A,4428638,2021,Unknown,Media and Entertainment,Gurugram
Celcius,Undisclosed,2000000,2021,Mumbai Angels Network,Transportation and Mobility,Mumbai
AyuRythm,Seed Round,955981,2021,SucSEED Indovation Fund,Healthcare and Wellness,Bangalore
Enguru,Pre-Series A,8556808,2021,Potencia Ventures,Education,Bangalore
Rocket Skills,Pre-Seed,8556808,2021,Better Capital,Education,Gurugram
RenewBuy,Series C,79903750,2021,Evolvence Capital,Finance and FinTech,Gurugram
Faarms,Seed Round,955981,2021,Unknown,Agriculture and Food,Bangalore
UrbanMatrix Technologies,Undisclosed,2000000,2021,SARA ELGI,Technology,Chennai
Jupiter,Series B,2500000,2021,Nubank,Finance and FinTech,Mumbai
Pixuate,Seed Round,955981,2021,SucSEED Indovation Fund,Technology,Bangalore
Playo,Pre-Series A,4428638,2021,ah! Ventures High Tables,Media and Entertainment,Bangalore
Toothsi,Series B,2500000,2021,Eight Roads Ventures,Healthcare and Wellness,Mumbai
Soothe Healthcare,Series C,79903750,2021,A91 Partners,E-Commerce and Retail,New Delhi
Goodmeetings,Series A,5032439,2021,Chiratae Ventures,Technology,Bangalore
Apnaklub,Seed Round,955981,2021,Sequoia’s Surge,E-Commerce and Retail,Bangalore
ChefKart,Pre-Seed,11262932,2021,Lead Angels,E-Commerce and Retail,Gurugram
Fashinza,Series A,5032439,2021,Accel Partners,Consumer Goods,Gurugram
Fabheads,Pre-Series A,8187837,2021,Inflection Point Ventures,Industrial and Manufacturing,Chennai
QuickShift,Seed Round,955981,2021,Anicut Angel Fund,Transportation and Mobility,Pune
StackBOX,Undisclosed,2000000,2021,Ecosystem Ventures,Transportation and Mobility,Bangalore
MedPrime Technologies,Seed Round,955981,2021,Mumbai Angels Network,Healthcare and Wellness,Thane
infra.market,Series D,100000000,2021,Tiger Global,Real Estate and Construction,Thane
CollegeDekho,Series B,2500000,2021,Disrupt ADQ,Education,Gurgaon
BOX8,Undisclosed,2000000,2021,Tiger Global,Agriculture and Food,Mumbai
Simpl,Series B,2500000,2021,Valar Ventures,E-Commerce and Retail,Bangalore
8i Ventures,Undisclosed,2000000,2021,Unknown,Finance and FinTech,Mumbai
PayGlocal,Series A,5032439,2021,Sequoia Capital India,Professional Services,Bangalore
Curefit,Undisclosed,2000000,2021,Zomato,Healthcare and Wellness,Bangalore
Pocket FM,Series B,2500000,2021,Lightspeed,Media and Entertainment,Bangalore
CHARGE+ZONE,Undisclosed,2000000,2021,Venture Catalysts,Transportation and Mobility,Vadodara
PlanetSpark,Series B,2500000,2021,Binny Bansal,Education,Gurugram
LenDenClub,Series A,5032439,2021,Tuscan Ventures,Professional Services,Mumbai
CometChat,Series A,5032439,2021,Signal Peak Ventures,Technology,Mumbai
AgroStar,Series D,100000000,2021,Evolvence,Agriculture and Food,Pune
Bizongo,Series D,100000000,2021,Tiger Global,Professional Services,Mumbai
Probus Insurance,Undisclosed,2000000,2021,BlueOrchard Impact Investment Managers,Finance and FinTech,Mumbai
MoEngage,Series D,100000000,2021,Steadview Capital,Technology,Bangalore
CloudSEK,Series A,5032439,2021,MassMutual Ventures,Technology,Bangalore
Exponent Energy,Pre-Series A,14747749,2021,YourNest VC,Transportation and Mobility,Bangalore
Trinkerr,Series A,5032439,2021,Accel India,Technology,Bangalore
Zorro,Seed Round,955981,2021,Vijay Shekhar Sharma,Media and Entertainment,Gurugram
Ultraviolette,Series C,79903750,2021,TVS Motor,Transportation and Mobility,Bangalore
NephroPlus,Series E,18000000,2021,IIFL Asset Management,Healthcare and Wellness,Hyderabad
Unremot,Seed Round,955981,2021,Inflection Point Ventures,Professional Services,Bangalore
FanAnywhere,Seed Round,955981,2021,Oasis Capital,Professional Services,Bangalore
PingoLearn,Undisclosed,2000000,2021,Titan Capital,Education,Pune
Spry,Seed Round,955981,2021,9Unicorns,Media and Entertainment,Mumbai
Enmovil,Pre-Series A,12250186,2021,Anicut Angel Fund,Professional Services,Hyderabad
ASQI Advisors,Pre-Series A,12250186,2021,Founders Room Capital,Professional Services,Mumbai
Insurance Samadhan,Pre-Series A,11640232,2021,9Unicorns,Finance and FinTech,New Delhi
Evenflow Brands,Undisclosed,2000000,2021,Unknown,E-Commerce and Retail,Mumbai
MasterChow,Seed Round,955981,2021,WEH Ventures,Agriculture and Food,Unknown
Fullife Healthcare,Undisclosed,2000000,2021,Unknown,Healthcare and Wellness,Unknown
MoEVing,Seed Round,955981,2021,Unknown,Transportation and Mobility,Gurugram
Pristyn Care,Series E,18000000,2021,Kunal Shah,Healthcare and Wellness,Gurugram
Plix,Series A,5032439,2021,Guild Capital,Healthcare and Wellness,Mumbai
Uni Cards,Series A,5032439,2021,General Catalyst,Professional Services,Bangalore
Practically,Undisclosed,2000000,2021,NB Ventures,Education,Hyderabad
Nestasia,Series A,5032439,2021,Varun Alagh,E-Commerce and Retail,Kolkata
Vedic Cosmeceuticals,Series A,5032439,2021,Sixth Sense Ventures,Healthcare and Wellness,Noida
Juspay,Series C,79903750,2021,SoftBank Vision Fund 2,Finance and FinTech,Bangalore
TranZact,Series A,5032439,2021,Tribe Capital,Professional Services,Mumbai
Atomberg,Undisclosed,2000000,2021,Jungle Ventures,E-Commerce and Retail,Mumbai
Ola,Undisclosed,2000000,2021,Marquee international institutional investors,Transportation and Mobility,Bangalore
Mohalla Tech,Series G,4428638,2021,Alkeon Capital,Media and Entertainment,Bangalore
Stack,Seed Round,955981,2021,Y Combinator,Professional Services,Bangalore
PropReturns,Undisclosed,2000000,2021,Y Combinator﻿,Real Estate and Construction,Mumbai
WeSkill,Pre-Seed,8556808,2021,Shrishti Sahu,Education,Gurugram
Fitpage,Undisclosed,2000000,2021,Astra Ventures,Healthcare and Wellness,Mumbai
ShopMyLooks,Undisclosed,2000000,2021,Capital A,Technology,Noida
ByteLearn,Seed Round,955981,2021,Aditya Singhal,Education,Noida
Dista,Seed Round,955981,2021,Pentathlon Ventures,Technology,Pune
OfBusiness,Undisclosed,2000000,2021,Alpha Wave Ventures II,Professional Services,Gurugram
Bizongo,Series D,100000000,2021,Tiger Global,E-Commerce and Retail,Mumbai
FRND,Series A,5032439,2021,KRAFTON,Media and Entertainment,Bangalore
Metadome,Pre-Series A,6671339,2021,Chiratae Ventures,Technology,Bangalore
Keka HR,Undisclosed,2000000,2021,Recur Club,Professional Services,Hyderabad
The Gourmet Jar,Undisclosed,2000000,2021,DevX Venture Fund,Agriculture and Food,Noida
Flo Mobility,Undisclosed,2000000,2021,DevX Venture Fund,Industrial and Manufacturing,Bangalore
Yodacart,Pre-Seed,11262932,2021,Ajith Daneil,E-Commerce and Retail,Thane
TheHouseMonk,Undisclosed,2000000,2021,Aurum Proptech,Real Estate and Construction,Bangalore
Zepto,Undisclosed,2000000,2021,Y-Combinator,E-Commerce and Retail,Bangalore
Sirona Hygiene,Undisclosed,2000000,2021,The Good Glamm Group,Healthcare and Wellness,New Delhi
Jumbotail,Series C,79903750,2021,Invus,E-Commerce and Retail,Bangalore
Captain Fresh,Series B,2500000,2021,Tiger Global,Transportation and Mobility,Bangalore
Deciwood,Undisclosed,2000000,2021,Shuru Up,E-Commerce and Retail,New Delhi
Kohbee,Pre-Seed,8556808,2021,Ankit Mehrotra,Education,Bangalore
Perfora,Pre-Seed,11262932,2021,Sauce.vc,E-Commerce and Retail,Gurugram
Unbox Robotics,Series A,5032439,2021,3one4 Capital,Transportation and Mobility,Pune
Ninety One,Series A,5032439,2021,A91 Partners,E-Commerce and Retail,Ahmedabad
Gobillion,Seed Round,955981,2021,YCombinator,E-Commerce and Retail,New Delhi
RIPPLR,Pre-Series A,14747749,2021,Sojitz Corporation,Transportation and Mobility,Bangalore
SK Finance,Series F,12250186,2021,IIFL Wealth,Professional Services,Jaipur
Eggoz,Series A,5032439,2021,Nabventures,Agriculture and Food,Gurugram
Fabriclore,Pre-Series A,3868879,2021,Fluid Ventures,Consumer Goods,Jaipur
Veefin,Undisclosed,2000000,2021,Rajesh Rajendran,Professional Services,Mumbai
Verandah,Seed Round,955981,2021,Mike Novogratz,Consumer Goods,Mumbai
Karkinos Healthcare,Undisclosed,2000000,2021,Reliance Digital Health,Healthcare and Wellness,Mumbai
OWO Technologies,Seed Round,955981,2021,Unknown,Agriculture and Food,Gurugram
EsportsXO,Seed Round,955981,2021,We Founder Circle,Media and Entertainment,Bangalore
Zorgers,Undisclosed,2000000,2021,Ritu Marya Family Office.,Healthcare and Wellness,Mohali
BangDB,Undisclosed,2000000,2021,Ten Innovate,Technology,Bangalore
Neobank Jupiter,Series C,79903750,2021,Tiger Global,Finance and FinTech,Mumbai
Skippi Ice Pops,Undisclosed,2000000,2021,Shark Tank India,Agriculture and Food,Hyderabad
Glii,Seed Round,955981,2021,We Founder Circle,Media and Entertainment,Noida
GlobalBees,Series B,2500000,2021,Premji Invest,E-Commerce and Retail,New Delhi
Mamaearth,Undisclosed,2000000,2021,Sequoia,Healthcare and Wellness,Gurugram
SecureNow,Series B,2500000,2021,Apis Insurtech Fund I,Finance and FinTech,Gurugram
Vendor Infra,Undisclosed,2000000,2021,SK Tripathi,Real Estate and Construction,Gurugram
Hakuna Matata,Undisclosed,2000000,2021,Hardcastle Petrofer,Professional Services,Chennai
OneCard,Undisclosed,2000000,2021,Ocean View Investment,Professional Services,Pune
Doubtnut,Series B,2500000,2021,Omidyar Network,Education,Gurugram
Hubhopper,Undisclosed,2000000,2021,ITI Growth Opportunities Fund,Media and Entertainment,New Delhi
Infra.Market,Series C,79903750,2021,InnoVen Capital,Real Estate and Construction,Thane
Comofi Medtech,Undisclosed,2000000,2021,CIIE.CO,Technology,Bangalore
Battery Smart,Seed Round,955981,2021,Orios Venture Partners,Industrial and Manufacturing,New Delhi
Kutuki,Seed Round,955981,2021,Omidyar Network India,Education,Bangalore
Onelife,Undisclosed,2000000,2021,Wipro venture capital arm,Healthcare and Wellness,Mumbai
Eupheus,Series B,2500000,2021,Yuj Ventures,Education,New Delhi
KreditBee,Series C,79903750,2021,Premji Invest,Finance and FinTech,Bangalore
Pencil,Pre-Series A,4428638,2021,Inflection Point Ventures,Media and Entertainment,Mumbai
Aisle,Pre-Series A,4428638,2021,Anas Rahman Junaid,Media and Entertainment,Bangalore
Marquee Equity,Undisclosed,2000000,2021,Capital One,Finance and FinTech,Mumbai
UptimeAI,Seed Round,955981,2021,YourNest Venture Capital,Technology,Bangalore
WizKlub,Pre-Series A,8556808,2021,Incubate Fund India,Education,Bangalore
Zolve,Seed Round,955981,2021,Kunal Shah,Finance and FinTech,Bangalore
MediBuddy,Debt Financing,2500000,2021,InnoVen Capital,Education,Bangalore
Pariksha,Pre-Series A,8556808,2021,Venture Catalysts,Education,Pune
Express Stores,Seed Round,955981,2021,Venture Highway,E-Commerce and Retail,Gurugram
Avataar Ventures,Undisclosed,2000000,2021,Unknown,Finance and FinTech,Bangalore
Zingbus,Pre-Series A,14747749,2021,Venture Catalysts,Transportation and Mobility,Haryana
Phable,Series A,5032439,2021,Fresco Capital,Healthcare and Wellness,Bengaluru
Codingal,Undisclosed,2000000,2021,Y Combinator,Education,Bangalore
Supply6,Seed Round,955981,2021,Rohit Goutamchand,Healthcare and Wellness,Bangalore
Swajal,Pre-Series A,8187837,2021,Rajasthan Venture Capital Fund,Industrial and Manufacturing,Gurugram
BharatPe,Series D,100000000,2021,Amplo,Finance and FinTech,New Delhi
Filo,Pre-Seed,8556808,2021,Better Capital,Education,New Delhi
Method & Madness,Seed Round,955981,2021,Justin Mateen,Real Estate and Construction,Mumbai
EduFund,Pre-Seed,11640232,2021,View Trade Holding Corp,Finance and FinTech,Gujarat
Pepperfry,Debt Financing,2500000,2021,InnoVen Capital,E-Commerce and Retail,Mumbai
Zingavita,Undisclosed,2000000,2021,Anicut Angel Fund,Healthcare and Wellness,Chandigarh
Hypd Store,Pre-Seed,11262932,2021,ScoopWhoop,E-Commerce and Retail,New Delhi
VerSe Innovation,Series H,12250186,2021,Canaan Valley Capital,Professional Services,Bangalore
Supersourcing,Seed Round,955981,2021,Vijay Shekhar Sharma,Technology,Indore
AutomataPi,Seed Round,955981,2021,Indian Angel Network,Industrial and Manufacturing,Powai
Newton School,Series A,5032439,2021,RTP Global,Education,Bangalore
TenderCuts,Undisclosed,2000000,2021,Paragon Partners,Agriculture and Food,Chennai
Siply,Seed Round,955981,2021,Inflection Point Ventures,Finance and FinTech,Bangalore
SarvaGram,Series B,2500000,2021,Elevation Capital,Finance and FinTech,Mumbai
Unlu,Seed Round,955981,2021,EXPERT DOJO,Technology,Gurugram
GlobalFair,Seed Round,955981,2021,Saama Capital,Technology,Gurugram
Eduvanz,Debt Financing,2500000,2021,InCred Financial Services,Finance and FinTech,Mumbai
OwO,Undisclosed,2000000,2021,ah! Ventures,E-Commerce and Retail,Gurugram
Progcap,Debt Financing,2500000,2021,Somak Ghosh,Finance and FinTech,New Delhi
